tecnologia,cultura,solo,regiao,uf,escala,Cluster
'manejo de agua',?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,?,neossolo,NE,PE,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,neossolo,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,milho,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,cana-de-acucar,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,cafe,?,NE,PE,grande,cluster1
?,?,neossolo,NE,MA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
'manejo de irrigacao',?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,arroz,?,NE,BA,grande,cluster1
irrigacao,arroz,?,NE,MA,grande,cluster1
irrigacao,?,latossolo,NE,BA,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
'irrigacao por microaspersao',?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
'manejo do solo',soja,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
'manejo de irrigacao',?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,arroz,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,cafe,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,cana-de-acucar,?,NE,MA,grande,cluster1
'manejo de agua',?,?,NE,PI,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,arroz,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,RN,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
adubacao,?,neossolo,NE,PI,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
'manejo de agua',?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
?,?,neossolo,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
irrigacao,cana-de-acucar,?,NE,MA,grande,cluster1
'manejo de agua',?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,milho,?,NE,RN,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,cana-de-acucar,?,NE,MA,grande,cluster1
'manejo de agua',?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,neossolo,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
'manejo de agua',?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
npk,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
adubacao,milho,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
'manejo de agua',?,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,cafe,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,MA,grande,cluster1
'irrigacao por microaspersao',?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PI,grande,cluster1
irrigacao,arroz,?,NE,MA,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,arroz,?,NE,PB,grande,cluster1
irrigacao,?,latossolo,NE,BA,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PB,grande,cluster1
'manejo de irrigacao',?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,AL,grande,cluster1
irrigacao,cana-de-acucar,?,NE,PE,grande,cluster1
'manejo de irrigacao',?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
?,milho,?,NE,BA,grande,cluster1
irrigacao,cafe,?,NE,PB,grande,cluster1
irrigacao,cana-de-acucar,?,NE,MA,grande,cluster1
irrigacao,arroz,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,BA,grande,cluster1
irrigacao,cafe,?,NE,PE,grande,cluster1
irrigacao,?,?,NE,SE,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,?,?,NE,CE,grande,cluster1
irrigacao,milho,?,NE,PE,grande,cluster1
irrigacao,milho,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PE,grande,cluster1
irrigacao,cafe,?,NE,MA,grande,cluster1
'manejo de agua',?,?,NE,MA,grande,cluster1
irrigacao,arroz,?,NE,PE,grande,cluster1
adubacao,?,?,NE,PE,grande,cluster1
'manejo de irrigacao',?,?,NE,PI,grande,cluster1
irrigacao,?,?,NE,PB,grande,cluster1
?,cana-de-acucar,?,NE,BA,grande,cluster1
irrigacao,?,neossolo,NE,PE,grande,cluster1
'agricultura de precisao',?,latossolo,NE,PE,grande,cluster1
?,cafe,latossolo,NE,BA,grande,cluster1
adubacao,banana,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,BA,pequena,cluster2
'manejo organico',?,?,NE,SE,pequena,cluster2
manejo,?,latossolo,NE,PE,pequena,cluster2
npk,?,?,NE,BA,pequena,cluster2
manejo,mandioca,?,NE,BA,pequena,cluster2
adubacao,nogueira,?,NE,AL,pequena,cluster2
manejo,?,?,NE,MA,pequena,cluster2
adubacao,?,neossolo,NE,PI,pequena,cluster2
'manejo organico',?,?,NE,SE,pequena,cluster2
adubacao,cenoura,?,NE,CE,pequena,cluster2
adubacao,milho,?,NE,MA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
fertilizante,milho,latossolo,NE,BA,pequena,cluster2
manejo,?,latossolo,NE,PE,pequena,cluster2
manejo,?,latossolo,NE,PE,pequena,cluster2
manejo,pessego,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,BA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
manejo,banana,?,NE,BA,pequena,cluster2
subsolagem,soja,?,NE,BA,pequena,cluster2
npk,?,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,BA,pequena,cluster2
adubacao,milho,?,NE,MA,pequena,cluster2
'adubacao mineral',mandioca,?,NE,BA,pequena,cluster2
manejo,?,?,NE,CE,pequena,cluster2
manejo,?,?,NE,MA,pequena,cluster2
'manejo organico',milho,?,NE,CE,pequena,cluster2
adubacao,mandioca,?,NE,BA,pequena,cluster2
manejo,?,latossolo,NE,PE,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,PE,pequena,cluster2
adubacao,banana,?,NE,BA,pequena,cluster2
adubacao,mandioca,?,NE,BA,pequena,cluster2
manejo,?,argissolo,NE,MA,pequena,cluster2
manejo,?,?,NE,PI,pequena,cluster2
manejo,?,?,NE,PI,pequena,cluster2
adubacao,banana,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,CE,pequena,cluster2
manejo,?,?,NE,PE,pequena,cluster2
'manejo organico',cenoura,?,NE,CE,pequena,cluster2
manejo,mandioca,?,NE,BA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
manejo,soja,?,NE,BA,pequena,cluster2
adubacao,?,?,NE,BA,pequena,cluster2
npk,?,?,NE,BA,pequena,cluster2
manejo,cenoura,?,NE,CE,pequena,cluster2
manejo,milho,?,NE,BA,pequena,cluster2
'adubacao organica',banana,?,NE,BA,pequena,cluster2
manejo,beterraba,?,NE,CE,pequena,cluster2
manejo,mandioca,?,NE,BA,pequena,cluster2
manejo,mandioca,?,NE,BA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
'manejo organico',maca,?,NE,PE,pequena,cluster2
aracao,?,?,NE,PE,pequena,cluster2
manejo,banana,?,NE,BA,pequena,cluster2
'adubacao mineral',mandioca,?,NE,BA,pequena,cluster2
manejo,beterraba,?,NE,CE,pequena,cluster2
'plantio direto',feijao,?,NE,BA,pequena,cluster2
manejo,feijao,?,NE,BA,pequena,cluster2
manejo,banana,?,NE,PE,pequena,cluster2
manejo,?,?,NE,MA,pequena,cluster2
adubacao,banana,?,NE,BA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
manejo,?,?,NE,AL,pequena,cluster2
adubacao,banana,?,NE,BA,pequena,cluster2
manejo,?,?,NE,BA,pequena,cluster2
'adubacao organica',banana,?,NE,BA,pequena,cluster2
manejo,?,?,NE,PI,pequena,cluster2
'plantio direto',soja,?,NE,BA,pequena,cluster2
manejo,soja,?,NE,BA,pequena,cluster2
manejo,limao,?,NE,PI,pequena,cluster2
manejo,?,?,NE,MA,pequena,cluster2
manejo,feijao,?,NE,BA,pequena,cluster2
manejo,soja,?,NE,BA,pequena,cluster2
manejo,banana,latossolo,NE,BA,pequena,cluster2
adubacao,cenoura,?,NE,CE,pequena,cluster2
manejo,soja,?,NE,BA,pequena,cluster2
manejo,banana,latossolo,NE,BA,pequena,cluster2
manejo,?,?,NE,PI,pequena,cluster2
manejo,feijao,?,NE,BA,pequena,cluster2
manejo,melancia,?,NE,PI,pequena,cluster2
'manejo organico',milho,?,NE,CE,pequena,cluster2
adubacao,maca,?,NE,BA,pequena,cluster2
manejo,soja,?,NE,BA,pequena,cluster2
manejo,?,?,NE,PE,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
manejo,melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
manejo,?,?,NE,PE,media,cluster2
manejo,?,?,NE,MA,media,cluster2
manejo,?,?,NE,PE,media,cluster2
adubacao,?,neossolo,NE,PI,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
adubacao,?,?,NE,CE,media,cluster2
manejo,?,?,NE,MA,media,cluster2
adubacao,?,?,NE,PE,media,cluster2
manejo,?,?,NE,SE,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
manejo,cenoura,?,NE,CE,media,cluster2
manejo,beterraba,?,NE,CE,media,cluster2
'manejo organico',milho,?,NE,CE,media,cluster2
'manejo organico',cenoura,?,NE,CE,media,cluster2
'manejo organico',beterraba,?,NE,CE,media,cluster2
adubacao,milho,?,NE,CE,media,cluster2
adubacao,cenoura,?,NE,CE,media,cluster2
adubacao,beterraba,?,NE,CE,media,cluster2
'adubacao organica',?,?,NE,PE,media,cluster2
adubacao,?,?,NE,PE,media,cluster2
manejo,melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
manejo,melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
manejo,melao,?,NE,PE,media,cluster2
manejo,melao,?,NE,RN,media,cluster2
manejo,melao,?,NE,CE,media,cluster2
'adubacao organica',banana,?,NE,BA,media,cluster2
adubacao,banana,?,NE,BA,media,cluster2
manejo,banana,latossolo,NE,BA,media,cluster2
manejo,girassol,latossolo,NE,BA,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'plantio direto',?,latossolo,NE,PI,media,cluster2
'plantio direto',?,latossolo,NE,PI,media,cluster2
manejo,?,latossolo,NE,PI,media,cluster2
adubacao,?,neossolo,NE,PI,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
manejo,?,?,NE,PE,media,cluster2
manejo,?,?,NE,RN,media,cluster2
manejo,?,organossolo,NE,BA,media,cluster2
manejo,?,vertissolo,NE,BA,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
manejo,?,?,NE,BA,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
manejo,?,?,NE,BA,media,cluster2
manejo,soja,?,NE,BA,media,cluster2
adubacao,soja,?,NE,BA,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'plantio direto',?,latossolo,NE,PI,media,cluster2
'plantio direto',?,latossolo,NE,PI,media,cluster2
manejo,?,latossolo,NE,PI,media,cluster2
manejo,melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
manejo,?,latossolo,NE,PE,media,cluster2
npk,?,?,NE,BA,media,cluster2
adubacao,?,?,NE,BA,media,cluster2
manejo,cana-de-acucar,argissolo,NE,AL,media,cluster2
manejo,nogueira,argissolo,NE,AL,media,cluster2
manejo,?,?,NE,CE,media,cluster2
biofertilizante,?,?,NE,CE,media,cluster2
biofertilizante,?,?,NE,CE,media,cluster2
'plantio direto',?,latossolo,NE,PI,media,cluster2
manejo,?,latossolo,NE,PI,media,cluster2
manejo,melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
'manejo de irrigacao',melancia,?,NE,CE,media,cluster2
manejo,manga,?,NE,BA,media,cluster2
adubacao,?,?,NE,PE,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
manejo,?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
'manejo de irrigacao',?,?,NE,PI,media,cluster2
manejo,?,?,NE,PE,media,cluster2
manejo,seringueira,?,NE,PB,media,cluster2
'plantio direto',soja,?,NE,BA,media,cluster2
'plantio direto',soja,?,NE,BA,media,cluster2
manejo,soja,?,NE,BA,media,cluster2
adubacao,soja,?,NE,BA,media,cluster2
manejo,?,latossolo,NE,PB,media,cluster2
manejo,melancia,?,NE,PI,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
adubacao,maca,?,NE,BA,media,cluster2
manejo,?,?,NE,PE,media,cluster2
manejo,?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
'manejo de irrigacao',?,?,NE,BA,media,cluster2
manejo,?,?,NE,CE,media,cluster2
'manejo de irrigacao',?,?,NE,CE,media,cluster2
'manejo de irrigacao',?,?,NE,CE,media,cluster2
'manejo organico',maca,?,NE,PE,media,cluster2
adubacao,soja,?,NE,BA,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
manejo,soja,?,NE,BA,grande,cluster2
adubacao,milho,?,NE,CE,grande,cluster2
'adubacao organica',?,?,NE,PE,grande,cluster2
manejo,beterraba,?,NE,CE,grande,cluster2
manejo,cana-de-acucar,argissolo,NE,AL,grande,cluster2
manejo,melao,?,NE,CE,grande,cluster2
'manejo de irrigacao',?,?,NE,BA,grande,cluster2
manejo,cana-de-acucar,argissolo,NE,AL,grande,cluster2
'manejo de irrigacao',?,?,NE,BA,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
adubacao,milho,?,NE,CE,grande,cluster2
manejo,?,latossolo,NE,PI,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
'manejo de irrigacao',?,?,NE,BA,grande,cluster2
manejo,?,organossolo,NE,BA,grande,cluster2
manejo,melancia,?,NE,PI,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
manejo,?,?,NE,RN,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
manejo,?,vertissolo,NE,BA,grande,cluster2
manejo,?,?,NE,MA,grande,cluster2
manejo,?,vertissolo,NE,BA,grande,cluster2
adubacao,soja,?,NE,BA,grande,cluster2
manejo,?,?,NE,RN,grande,cluster2
manejo,melao,?,NE,CE,grande,cluster2
'manejo organico',beterraba,?,NE,CE,grande,cluster2
manejo,?,latossolo,NE,PI,grande,cluster2
adubacao,?,?,NE,PE,grande,cluster2
adubacao,cenoura,?,NE,CE,grande,cluster2
hibridacao,?,?,NE,BA,grande,cluster2
'manejo organico',maca,?,NE,PE,grande,cluster2
manejo,?,?,NE,PI,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
manejo,?,latossolo,NE,PE,grande,cluster2
adubacao,?,?,NE,BA,grande,cluster2
manejo,banana,latossolo,NE,BA,grande,cluster2
'plantio direto',soja,?,NE,BA,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
manejo,beterraba,?,NE,CE,grande,cluster2
manejo,melao,?,NE,CE,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
manejo,?,latossolo,NE,PE,grande,cluster2
adubacao,banana,?,NE,BA,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
manejo,cenoura,?,NE,CE,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
manejo,banana,latossolo,NE,BA,grande,cluster2
'manejo organico',milho,?,NE,CE,grande,cluster2
manejo,seringueira,?,NE,PB,grande,cluster2
manejo,melancia,?,NE,PI,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
'manejo de irrigacao',?,?,NE,PI,grande,cluster2
manejo,?,latossolo,NE,PB,grande,cluster2
manejo,melao,?,NE,RN,grande,cluster2
manejo,?,latossolo,NE,PI,grande,cluster2
manejo,soja,?,NE,BA,grande,cluster2
manejo,?,?,NE,PB,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
'plantio direto',?,latossolo,NE,PI,grande,cluster2
manejo,melao,?,NE,PE,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
'manejo de irrigacao',?,?,NE,BA,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
manejo,?,?,NE,SE,grande,cluster2
manejo,melancia,?,NE,PI,grande,cluster2
'manejo organico',beterraba,?,NE,CE,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
adubacao,?,neossolo,NE,PI,grande,cluster2
adubacao,?,?,NE,PE,grande,cluster2
adubacao,maca,?,NE,BA,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
manejo,soja,?,NE,BA,grande,cluster2
manejo,?,latossolo,NE,PI,grande,cluster2
adubacao,?,neossolo,NE,PI,grande,cluster2
'adubacao organica',?,?,NE,PE,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
'manejo de irrigacao',?,?,NE,PI,grande,cluster2
manejo,seringueira,?,NE,PB,grande,cluster2
hibridacao,?,?,NE,BA,grande,cluster2
adubacao,?,?,NE,CE,grande,cluster2
adubacao,beterraba,?,NE,CE,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
manejo,soja,?,NE,BA,grande,cluster2
adubacao,?,?,NE,PE,grande,cluster2
manejo,cenoura,?,NE,CE,grande,cluster2
manejo,?,?,NE,MA,grande,cluster2
biofertilizante,?,?,NE,CE,grande,cluster2
manejo,?,?,NE,SE,grande,cluster2
manejo,?,?,NE,PE,grande,cluster2
adubacao,cenoura,?,NE,CE,grande,cluster2
manejo,?,?,NE,CE,grande,cluster2
adubacao,maca,?,NE,BA,grande,cluster2
adubacao,?,neossolo,NE,PI,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
manejo,seringueira,?,NE,PB,grande,cluster2
adubacao,?,?,NE,PE,grande,cluster2
'manejo organico',cenoura,?,NE,CE,grande,cluster2
adubacao,?,?,NE,PE,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
adubacao,soja,?,NE,BA,grande,cluster2
manejo,melao,?,NE,PE,grande,cluster2
manejo,?,?,NE,RN,grande,cluster2
manejo,?,?,NE,MA,grande,cluster2
manejo,?,latossolo,NE,PB,grande,cluster2
manejo,?,?,NE,BA,grande,cluster2
'manejo de irrigacao',?,?,NE,PI,grande,cluster2
irrigacao,goiaba,?,NE,PE,pequena,cluster3
?,nogueira,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,PE,pequena,cluster3
irrigacao,maca,?,NE,BA,pequena,cluster3
manejo,manga,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
?,melancia,argissolo,NE,PB,pequena,cluster3
'manejo de irrigacao',banana,?,NE,PE,pequena,cluster3
?,nogueira,?,NE,MA,pequena,cluster3
adubacao,uva,?,NE,BA,pequena,cluster3
irrigacao,manga,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
?,uva,?,NE,PE,pequena,cluster3
?,nogueira,?,NE,BA,pequena,cluster3
irrigacao,manga,?,NE,PB,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
irrigacao,tomate,?,NE,PB,pequena,cluster3
irrigacao,manga,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
irrigacao,banana,?,NE,PB,pequena,cluster3
biofertilizante,melao,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
'manejo de irrigacao',banana,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
manejo,manga,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
manejo,nogueira,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,pequena,cluster3
?,nogueira,?,NE,BA,pequena,cluster3
